,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""clemence royer""",2022-10-07,Máscara (RS) - 1918 a 1928,1919,003B,448,174181x_2042.jpg,http://memoria.bn.br/docreader/174181x/2042
1,"""clemence royer""",2022-10-07,Máscara (RS) - 1918 a 1928,1919,017,26,174181x_2619.jpg,http://memoria.bn.br/docreader/174181x/2619
